,Unnamed: 0,image,depth,dataset,normal,control_geo
26541,26541,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0070.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0070.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0070.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0070.tonemap.png
26542,26542,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0049.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0049.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0049.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0049.tonemap.png
26543,26543,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0054.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0054.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0054.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0054.tonemap.png
26544,26544,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0071.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0071.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0071.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0071.tonemap.png
26545,26545,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0072.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0072.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0072.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0072.tonemap.png
26546,26546,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0073.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0073.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0073.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0073.tonemap.png
26547,26547,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0075.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0075.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0075.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0075.tonemap.png
26548,26548,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0076.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0076.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0076.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0076.tonemap.png
26549,26549,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0077.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0077.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0077.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0077.tonemap.png
26550,26550,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0078.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0078.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0078.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0078.tonemap.png
26551,26551,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0080.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0080.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0080.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0080.tonemap.png
26552,26552,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0081.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0081.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0081.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0081.tonemap.png
26553,26553,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0082.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0082.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0082.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0082.tonemap.png
26554,26554,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0083.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0083.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0083.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0083.tonemap.png
26555,26555,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0085.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0085.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0085.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0085.tonemap.png
26556,26556,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0086.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0086.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0086.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0086.tonemap.png
26557,26557,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0087.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0087.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0087.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0087.tonemap.png
26558,26558,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0088.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0088.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0088.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0088.tonemap.png
26559,26559,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0091.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0091.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0091.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0091.tonemap.png
26560,26560,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0092.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0092.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0092.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0092.tonemap.png
26561,26561,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0093.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0093.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0093.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0093.tonemap.png
26562,26562,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0074.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0074.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0074.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0074.tonemap.png
26563,26563,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0079.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0079.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0079.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0079.tonemap.png
26564,26564,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0084.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0084.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0084.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0084.tonemap.png
26565,26565,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0089.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0089.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0089.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0089.tonemap.png
26566,26566,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0069.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0069.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0069.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0069.tonemap.png
26567,26567,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0095.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0095.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0095.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0095.tonemap.png
26568,26568,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0096.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0096.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0096.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0096.tonemap.png
26569,26569,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0097.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0097.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0097.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0097.tonemap.png
26570,26570,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0099.tonemap.jpg,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_hdf5/frame.0099.depth_meters.hdf5,hy,../../data/hy/ai_024_009/ai_024_009/images/scene_cam_01_geometry_preview/frame.0099.normal_cam.png,../../data/depthanything/hy/ai_024_009/ai_024_009/images/scene_cam_01_final_preview/frame.0099.tonemap.png
26571,26571,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0000.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0000.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0000.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0000.tonemap.png
26572,26572,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0001.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0001.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0001.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0001.tonemap.png
26573,26573,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0002.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0002.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0002.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0002.tonemap.png
26574,26574,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0003.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0003.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0003.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0003.tonemap.png
26575,26575,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0005.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0005.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0005.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0005.tonemap.png
26576,26576,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0004.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0004.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0004.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0004.tonemap.png
26577,26577,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0009.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0009.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0009.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0009.tonemap.png
26578,26578,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0014.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0014.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0014.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0014.tonemap.png
26579,26579,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0019.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0019.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0019.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0019.tonemap.png
26580,26580,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0006.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0006.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0006.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0006.tonemap.png
26581,26581,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0007.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0007.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0007.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0007.tonemap.png
26582,26582,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0008.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0008.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0008.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0008.tonemap.png
26583,26583,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0010.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0010.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0010.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0010.tonemap.png
26584,26584,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0011.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0011.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0011.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0011.tonemap.png
26585,26585,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0012.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0012.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0012.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0012.tonemap.png
26586,26586,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0013.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0013.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0013.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0013.tonemap.png
26587,26587,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0015.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0015.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0015.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0015.tonemap.png
26588,26588,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0016.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0016.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0016.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0016.tonemap.png
26589,26589,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0017.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0017.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0017.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0017.tonemap.png
26590,26590,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0018.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0018.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0018.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0018.tonemap.png
26591,26591,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0020.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0020.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0020.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0020.tonemap.png
26592,26592,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0021.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0021.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0021.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0021.tonemap.png
26593,26593,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0023.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0023.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0023.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0023.tonemap.png
26594,26594,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0025.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0025.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0025.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0025.tonemap.png
26595,26595,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0026.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0026.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0026.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0026.tonemap.png
26596,26596,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0027.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0027.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0027.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0027.tonemap.png
26597,26597,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0028.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0028.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0028.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0028.tonemap.png
26598,26598,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0030.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0030.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0030.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0030.tonemap.png
26599,26599,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0031.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0031.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0031.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0031.tonemap.png
26600,26600,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0032.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0032.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0032.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0032.tonemap.png
26601,26601,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0033.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0033.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0033.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0033.tonemap.png
26602,26602,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0035.tonemap.jpg,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_hdf5/frame.0035.depth_meters.hdf5,hy,../../data/hy/ai_024_010/ai_024_010/images/scene_cam_00_geometry_preview/frame.0035.normal_cam.png,../../data/depthanything/hy/ai_024_010/ai_024_010/images/scene_cam_00_final_preview/frame.0035.tonemap.png
